prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-01448,human_response,summarization,644,response,400,229,0.012594,0.345,18c9485510678f4575666fdd2df36212f056fa0280581ed2c69fe9e07a0c9998
human-01449,human_response,general_qa,6447,response,235,116,0.008621,0.46383,54fa00015098c279ade8291b9964f794f3a2df692a6a6b973be51f585ea2fac7
human-01450,human_response,creative_writing,4132,response,502,239,0.024048,0.374502,92f3269919c0b5cc9fd9f4452b7d0977f2f45f4daa131fe3397a6b088e18bd3d
human-01451,human_context,summarization,12169,context,149,96,0.0,0.463087,4d5a18e6d24efde2b6082d021da8b51901c0c37ae1939de4d5db6fe7e77a0e5d
human-01452,human_context,information_extraction,7049,context,199,120,0.02551,0.442211,df6922f3b5d1172bf7c20fe45b1ea5dda93297d27dd12d6035d5d67ab3349b4e
human-01453,human_context,information_extraction,2510,context,481,217,0.041841,0.413721,1b36dfd69564e1910fba04bde007fdbdff287bb967f78a700af1923129a15c60
human-01454,human_context,information_extraction,2390,context,316,183,0.035144,0.392405,4fc0116a0f8648b2bdbc83c1440fcab8ca38e8d792a1eb955859c8df190b73ea
human-01455,human_context,information_extraction,10353,context,225,127,0.022523,0.431111,756b5e1de692a8349ef2911b55f964f35e2b1ddec8295f761640b7fb66f20edc
human-01456,human_context,summarization,3072,context,170,92,0.065868,0.529412,6b51d0d7f174cb48a6fe7e8d8dd92dd0d3c41ad0177b18fd2e6529dd70453cf0
human-01457,human_context,closed_qa,9603,context,131,92,0.0,0.450382,d4656e2e5ae1b0bc6ad40bf7619904d16e425d4ffe977934ea828a0bf9aaf77a
human-01458,human_context,closed_qa,125,context,168,88,0.054545,0.547619,3da22f6a645185c73a89953b0e91d5a547cdd0ddce2f297f2d4c6a2228da7187
human-01459,human_context,closed_qa,2094,context,262,149,0.011583,0.442748,bc8839554fab84ed30dad43db285ddc796dd040c63267fc658d1a743d850a079
human-01460,human_context,closed_qa,5548,context,384,217,0.005249,0.40625,0de479054d3437bf01d9705d26023f2ccf547c803aebf56adef99ec9656e1cf4
human-01461,human_context,closed_qa,11036,context,204,100,0.0199,0.563725,a898a6d820d12de7b3e2460734c46e558b8eb4e143f0325f7217da881fb303a4
human-01462,human_response,summarization,2413,response,618,270,0.04065,0.441748,d4e9236ed1052b360ad48a2cd4756faac8552863e01999daf9959f8686cb6607
human-01463,human_context,closed_qa,5633,context,327,203,0.006173,0.366972,93777b9abe4941d08da949d295cb11a066c38903c6e13416204a66548eb73376
human-01464,human_context,closed_qa,6944,context,193,96,0.021053,0.549223,fa667418303153c4a442aa1c67ea19280dbcbbbb0c2a4d893fb8d8e7f8515a6a
human-01465,human_response,general_qa,10047,response,230,116,0.008811,0.491304,54abe42bf13c0372845eb891d5813b5498b11053741b9f9c497dd05216e1185c
human-01466,human_context,information_extraction,4755,context,166,91,0.006135,0.53012,e77e5ce7ae4caa04d6778236d638946f010a05b79012bfa7099ab99e016c9309
human-01467,human_response,creative_writing,11620,response,1021,396,0.059921,0.345739,4503362a8854431774cd8d5c9124d82a2cf0cec8f11dcddc85fb706725eea36a
human-01468,human_response,brainstorming,11303,response,131,96,0.0,0.419847,31fc28487298c52385a92a0f2ebd47b86c474fa415caf99986003fb3fd6c63f0
human-01469,human_context,closed_qa,3365,context,266,83,0.08365,0.669173,c3bd26d66f5fe3663e1b50ccdfbb0a8a569d206ff362731aa9ed50ce351eb9cf
human-01470,human_response,open_qa,3502,response,356,190,0.008499,0.435393,4e04de3bc6bdb2e745422c450c10777996b92ad6006c676dcdfbd54f08dfcace
human-01471,human_context,summarization,1743,context,183,125,0.0,0.371585,a3d8c8460b53915f26907797c5dd448405b54ba985fb66ac5023aee24f1e9ae2
human-01472,human_context,summarization,910,context,169,108,0.012048,0.47929,2c9aeaa81e4308446e53ecb251f827a7d9bf468ffb95c3ccc5f376d99244f53f
human-01473,human_context,summarization,10268,context,1707,626,0.051056,0.42355,ca1aeed857369b8aaedb020b16783099a633189de49361ee0f9ed1f2e17531ef
human-01474,human_context,closed_qa,1147,context,166,103,0.030675,0.463855,e157a0387c55f55a43db174a41bdc52ebc9a3b07319794d7a657639c60b59086
human-01475,human_response,creative_writing,3441,response,250,163,0.004049,0.384,7acc45ef593a453bc5fe16b60ed04bbef1945e12c431577eff065f5fcb5aba2c
human-01476,human_context,information_extraction,6909,context,177,89,0.091954,0.570621,c1e840d05b2ec3dc7069f94d14f4a25529f6bf4df358add4f9318763c0ad6752
human-01477,human_response,general_qa,9451,response,128,75,0.04,0.570312,ef40371651e907181d4551f78224dc98128f011ed80f2c4c1ac0830476511c80
human-01478,human_context,closed_qa,6946,context,241,126,0.05042,0.456432,0e14945be296c5ab5aa41d851680d2da5a3a7e624f0a25ef83a3f9441a8a7f06
human-01479,human_context,information_extraction,13800,context,179,85,0.079545,0.592179,b063130ef093273a801c1572ec6e86b6a55deebbd12e199c09140d24bb08c76b
human-01480,human_context,closed_qa,14636,context,156,100,0.019608,0.423077,a44b66dd70c721b1102f462007746f4186389f0e3531c49187a9384a9e1f3952
human-01481,human_response,closed_qa,12270,response,176,106,0.023121,0.465909,e14984d20c4a7f70057fc6b66336a8ed4ed63ff0def2783e2b157c9ad5b284a5
human-01482,human_context,information_extraction,2714,context,361,193,0.0,0.382271,945ff165970e16074d7d51415615c7df9bb4c6b825011abd26e4bb80e3961761
human-01483,human_response,information_extraction,10308,response,150,56,0.204082,0.693333,7bf738ad7adcb9bb40ef8705c33a64241e3667653fef0952deb1d9a71a887e16
human-01484,human_context,summarization,11526,context,457,237,0.022026,0.393873,960eca69226576f8424e82f2c91be2022cef6b1ef561f1690774dd04f27726ad
human-01485,human_context,information_extraction,6555,context,152,113,0.020134,0.375,45fad8c090dda6595b2b5689afb4ab57ee6d660ae35d33ac4adbf11e5d898e37
human-01486,human_context,information_extraction,6903,context,352,168,0.045845,0.440341,f5115b4f3063e3374767fca4b243be0f9a2f15c5a57e1a01419203b962cfe6e2
human-01487,human_context,closed_qa,10756,context,244,115,0.070539,0.561475,0d2750119758221f605556f22180f184299da409055c0f433dbf660f2418b143
human-01488,human_context,summarization,8382,context,210,109,0.028986,0.5,0ebba3b79ff5fb9a4a9afbbcee808329c601989a4925a24dc1a4921f8730761c
human-01489,human_context,summarization,1224,context,222,125,0.0,0.481982,7efc57eb562b6f33a7d1718d4c0676fe80ea14ef2404428187a7bdad314ba9f5
human-01490,human_context,closed_qa,3317,context,192,115,0.031746,0.46875,2c4e767fca2dabcca5f15520d65e8d54e4ad6d155531549d1bb39d9b86da2e16
human-01491,human_context,information_extraction,11416,context,1787,704,0.019058,0.357023,d2d19741abfe91e42e1e31754e270137ee25ae4f9763111eaddd384b4317abd4
human-01492,human_response,classification,8688,response,130,84,0.015748,0.461538,b28b058a84430bc02d3e3b63cae844dca481035116b609f6a3238e86dbf3aa8f
human-01493,human_context,summarization,3985,context,238,127,0.012766,0.483193,b446f73cf1e80ebbdecf6b3c4d8d571dc4357489effa297c345b924e783cffa9
human-01494,human_context,information_extraction,7292,context,210,103,0.077295,0.533333,77cc106917da92cb89419fc3cdbc267a73c52ec3122411105944cb198d5bdea4
human-01495,human_context,information_extraction,7350,context,144,69,0.042553,0.597222,53829564c85bccd29f7715cbe9ef18502a673ae430f1ca3aa8f48405a06db7e3
human-01496,human_context,summarization,6226,context,204,119,0.034826,0.480392,6dd3d4ee4b9bc77998cd2b9236148ac3492cf2329fb7663aacbfeac11e6dff0a
human-01497,human_context,summarization,49,context,282,159,0.010753,0.432624,d935700c3224e9399434d89ebc435e3bf6fa1bdb4cdb952b987cf7ddd90057e9
human-01498,human_context,closed_qa,11043,context,252,148,0.068273,0.384921,87c3669d7fb9ee6558ee8ae1cff008c2efd9a0015c8030ec5fb97ffe89d70ec3
human-01499,human_response,creative_writing,885,response,129,88,0.0,0.472868,1b219d8951a41cbe05fb4b0347401d818b4aae89d1673631596eb3f9d6bc2729
human-01500,human_context,information_extraction,3474,context,193,111,0.015789,0.502591,df6f80c2988a8886111a2b8625d608a6d4480a023b46e4de3456ffb05d2c16a1
human-01501,human_response,general_qa,4012,response,383,90,0.457895,0.54047,0d6c38d6d02cd5895cf1689eded48c36e3b204e7ce2bd8148ff4d94c2c4ba31d
human-01502,human_context,closed_qa,14336,context,485,224,0.076763,0.468041,04215f0b0126c8d9a55392cda3e4819f07c64d796e70e8379971f0e764dec3f0
human-01503,human_response,brainstorming,7136,response,191,104,0.0,0.52356,2bc75f6aa4645102c587321a6ce29fdc5e6f979ab9d4e0d7a26b0fc6926b5b17
human-01504,human_context,information_extraction,6423,context,146,86,0.006993,0.547945,fb282cf9d8ecfec19dd6015ffb704343b39752830b49336a7428c040b14a5c56
human-01505,human_context,closed_qa,7643,context,552,248,0.01275,0.431159,7f3f5fe92f92fea1f02dbd9054df9608ee2d077c02072ffbaaa6d22465e4a024
human-01506,human_context,closed_qa,11410,context,363,189,0.036111,0.421488,0c5811705e89ad6d5009d1c45572f0ee432f5789a1eeb9dd4a413bc5eae25cd3
human-01507,human_response,creative_writing,2151,response,985,416,0.014257,0.37665,531fcb501472f4a2ca97704deb5cd5d7d62c6bc0313962966b89a4451bfb447f
human-01508,human_response,creative_writing,208,response,950,462,0.007392,0.332632,5f83963ac5269e85b4b8696099b860db4d927f7e6d683160f3812ba22998275b
human-01509,human_context,information_extraction,3582,context,168,109,0.012121,0.428571,d3e6b25996be77987213d191f4036be455cd941a4415f088609636bddf4ef4be
human-01510,human_context,summarization,12597,context,146,108,0.0,0.39726,de7ce8653fa3f140b6781b023971999a181c27298cc7bd007dd664838f831d31
human-01511,human_response,open_qa,13123,response,164,88,0.012422,0.52439,75edffcd5fa22b8dc3b7dffe4377362ff4d17b849eb9f2018ddd1943bcd223ae
human-01512,human_response,general_qa,113,response,352,136,0.065903,0.511364,9712b41cd9340509f9e5588bd6df4ab6679a7f639f2ca42ebebf846eab49903e
human-01513,human_context,information_extraction,12122,context,986,427,0.034588,0.345842,5e41484fa81ea473aac8cb1b4576439ea00c8dd0aca6e4215aa83c99a928412b
human-01514,human_response,general_qa,2270,response,141,93,0.0,0.48227,6b8e926140663c9603b4cc0e93f7eaf24c6a2c4e200973236b8ce3db314507cd
human-01515,human_context,closed_qa,7191,context,271,148,0.041045,0.442804,f5eea5a329d2ed25c1aa2975912554ce71695801c25d8afd2590a3850b03c057
human-01516,human_context,information_extraction,909,context,235,88,0.112069,0.612766,37e60f406ac05ecb3f9a629f9f62f944b4181a468ca262a48c1ab65876ef3a1a
human-01517,human_context,summarization,7764,context,357,205,0.008475,0.394958,e6f2794dd5a03acf1229197999fbb4ff57b69368d28624549fad63119c672521
human-01518,human_context,information_extraction,13946,context,241,124,0.037815,0.477178,d8bf02af7580f06bb11985b3a4b621cdf5e6a22d92a37dfd7bc2a903e672336f
human-01519,human_context,information_extraction,11898,context,205,130,0.0,0.42439,5f8010f952a85658ce962026266ccbcaeed936cf178df464d2e595f4b185b1b9
human-01520,human_context,summarization,4000,context,510,195,0.071006,0.456863,da31db4a5a1b25fcc2fab32cf4ff52cc7f8984f411e2299528f8bd009b298cb1
human-01521,human_response,general_qa,9930,response,150,99,0.0,0.44,bf147c4958cb94eadc66ab0b618807d1f9cc722eac46998e7cc231efa820d75c
human-01522,human_response,open_qa,5576,response,155,96,0.032895,0.4,2ac77d0547b7b34de432d1c6e52ea4a517b93ac455c2f770a03c6aecfdfe938c
human-01523,human_response,information_extraction,1095,response,493,263,0.022449,0.397566,6d91e7584c8d5bcd633d38b791742463d7a3dd7c3039a87d5e43505f18142be6
human-01524,human_context,summarization,11409,context,329,124,0.021472,0.586626,8b1e4eeb431535e9e77e9bab52ecae3803420ad8891cd78d38b473f6f90b642b
human-01525,human_context,closed_qa,5341,context,227,132,0.026786,0.449339,1c35d37687f5ad678a7f3db383f9cc37d40f9ec3737f9485933f2e84b73c3955
human-01526,human_response,general_qa,451,response,299,156,0.030405,0.424749,e9953425f90875b77c976856733438db821c2c816069888d69224019f0415d38
human-01527,human_context,information_extraction,9839,context,421,172,0.069378,0.486936,8b0da365888307cd254d4e156d60d4727b8c9c771aca666e11ab48be2314ca74
human-01528,human_response,closed_qa,11558,response,159,67,0.076923,0.641509,c7c5fbb260ab84245617e5365b7283b50079665512add28d71c57707af3b7fe7
human-01529,human_context,information_extraction,12993,context,287,148,0.017606,0.463415,207e2abcd1cd8af368f65eeae8e18512d9692690e1fb24f40600518521351bd7
human-01530,human_context,information_extraction,6866,context,768,286,0.24183,0.596354,d15c676ba325e8d27d173b85eda12f90ff5692bed455a79f4b8dff28507e3e94
human-01531,human_response,general_qa,7775,response,143,79,0.014286,0.517483,8d3adecd2ae95def4f31a317f2546d89cb020ff324899b924d28a484f6be4399
human-01532,human_context,information_extraction,10872,context,158,101,0.006452,0.417722,1b9fbaf49abeae37ec223a57a4462662ec053e0a5750c906144a58b8a064e8ec
human-01533,human_response,open_qa,11561,response,204,108,0.004975,0.5,69cfd6143a8ecf8b9ce8ced3652c2af0eff8c1658ccfadf30959d446278dfda4
human-01534,human_context,information_extraction,4797,context,284,153,0.02847,0.40493,d479d331576b5abfaf89f55bb90365ddb027a102c80213268878bd4be39d565d
human-01535,human_response,brainstorming,3867,response,221,108,0.06422,0.552036,11213a973ec01604ec7e67da848fe4f6be17e1105e53a64b896cd72d870b6008
human-01536,human_response,brainstorming,7391,response,183,122,0.011111,0.36612,9b2f21b8e544fdfc035a9052c2c65f6ea34f03a5b73843e361379ecfa61826c0
human-01537,human_response,summarization,6985,response,301,158,0.020134,0.438538,030adfea4de7a42fe86efbf89eeacf704f537b8118543806aae19c22204745c6
human-01538,human_response,open_qa,13092,response,149,95,0.0,0.469799,2e1bf2be82a00e8c560a45857b9ffcdc9ccdee58e17aacdd1e566c10c8253655
human-01539,human_response,creative_writing,7354,response,170,95,0.035928,0.494118,7dd6c93e3cf57820218ecf18a6e31e63490f251fa6e759dd18535c94bcbb55d4
human-01540,human_context,summarization,5132,context,190,137,0.005348,0.326316,184465fceb4953f6463eda2c423b023eda5482d6becc7135732c652f253c797d
human-01541,human_response,summarization,8834,response,131,74,0.0,0.572519,21713018ce6e75ad425e132304165e6aee867c9f20c8cf8a7351f0dcc88c93ae
human-01542,human_context,closed_qa,1564,context,135,97,0.0,0.407407,5a44f7789907fbc634898fc585236e3f5e119e971deed9f2f9985b7ba81f8901
human-01543,human_context,information_extraction,11854,context,209,115,0.014563,0.511962,ec9f4ba474f06a78c80548a80d3fbe04ab2cbcc2f2f217d57223bf514fb40601
human-01544,human_context,summarization,3888,context,265,106,0.015267,0.550943,f023aa3a3b389d0097dd1bf192e05e3a4aa931d0b78e21cc70c44751ea863760
human-01545,human_context,closed_qa,2845,context,375,193,0.024194,0.392,b39d55fe00cf3ca808636d296b1bac9a71d8f944f2da6a28bf9080b171305e24
human-01546,human_context,information_extraction,7792,context,493,256,0.038776,0.395538,9a2cc58e2944fd2d38d9e57e6636dc786408b2b6992ebaf9044f1dbf6a4c8c03
human-01547,human_response,general_qa,11664,response,183,103,0.011111,0.546448,6dd536478c425e7d8ee7679b0e78a65d8053c85aed4a480606ae72d80f86a968
human-01548,human_response,brainstorming,4269,response,191,121,0.0,0.439791,0b22ebd06968dfc2e6b425b71e17335cf14e9988b351319d3879302bad85ebee
human-01549,human_context,closed_qa,6851,context,279,160,0.003623,0.433692,93aad31013f008410bae51fb0c01e502addf0fbf5162e8ad77bfcdb2620d09d0
human-01550,human_context,summarization,1119,context,149,94,0.006849,0.503356,8df4efe90b5f4880a380618de48345bd8293455da52d7b9b82d9ea310d4c3547
human-01551,human_context,summarization,1555,context,445,225,0.013575,0.41573,ac4ab41acfe6c05d7f90dd4f81cefb8b9c8a96ca113f24e7e70b81f2d5240529
human-01552,human_context,closed_qa,3779,context,226,102,0.085202,0.544248,6fe9f4e057609a0d98fd97718316deb31ba20abf5e646aaa9d9db4c26c91c3cc
human-01553,human_response,general_qa,12014,response,131,84,0.007812,0.48855,9d5d6612e9373cfec0439c12d38bae92257cf72d33463b3f6a307ef9bd396702
human-01554,human_response,brainstorming,14236,response,142,93,0.0,0.471831,d594eac5c92cad8f1465cf165ae46b4c624dd3517e9c6fe5dba23dc2fa3f39dc
human-01555,human_context,closed_qa,1953,context,184,114,0.027624,0.467391,24138555a57e38c86832cb9278e08aeb069eeccf3335f10aa9ffb6b9d0a04ded
human-01556,human_context,information_extraction,8850,context,4196,692,0.270451,0.565062,546745154d56188caede5325abf613f965e136706f0ca2696e1aa287d91e432c
human-01557,human_context,closed_qa,1581,context,304,164,0.019934,0.394737,b7b2b71c502de5ae2172f3c7ff777b84d3df2fc00b3ff508a286bf636ffc6292
human-01558,human_context,information_extraction,202,context,128,90,0.0,0.453125,b1c1bf987415c43b4cdcdce0a2fe68cbbf1f0aa952d45ce68b135c2e0f7149b6
human-01559,human_context,summarization,6732,context,551,267,0.05292,0.419238,2debd8982a7e09307fd558dabe419bbfc9039ed7f0e397e28f4c43e78fa2cfa0
human-01560,human_response,open_qa,11909,response,130,94,0.007874,0.430769,bd952406e9d1d5e7e8b45b658fa1f2b5f4f03fb1f0dffecaa2fc64f62043e524
human-01561,human_context,closed_qa,13001,context,163,91,0.01875,0.515337,2b46cd5ed9173edc3ac90005debee0070cc4feb18d51377b774f8eff0d2ad3da
human-01562,human_context,information_extraction,6665,context,435,186,0.034722,0.494253,f18b3960c85d7b40a591f6d66f7c79a7ac491806d4d0027f3f3b9a8bdd56480c
human-01563,human_context,closed_qa,965,context,176,119,0.0,0.409091,ea3e6ac3b3970d9b4191e5c40c7a38618414bdc7e3ed8e81bce0f6089b06d3bb
human-01564,human_response,information_extraction,4756,response,531,209,0.089015,0.467043,3fa2e0588676da8eff8bc783032da332a896cb096e88a2513cb6c2eb32a3c8d0
human-01565,human_response,summarization,12043,response,274,128,0.107011,0.514599,84b35cb9b1b32474396c3fa52ba75ab4265f6644175302bcc5c011fd90094700
human-01566,human_response,general_qa,2853,response,181,114,0.005618,0.447514,50c19340bf2a7ee247420f67c33b224771a873a1ecc6c6d9540d547ed60332a4
human-01567,human_context,summarization,1685,context,180,101,0.016949,0.483333,dcb1e571196ce346c6ffeffa71cf9f322a1a5f32e88fe48844e81435d06d5735
human-01568,human_context,summarization,12154,context,257,87,0.066929,0.626459,fd4934816906fec8cd90ff755ffbeb85cd54bb82abeed6f7fb7b4f32abfde8a9
human-01569,human_response,brainstorming,6582,response,188,124,0.0,0.414894,e57207d0d1c95d6cd4b53d5c84a7ff25f89aad28f15ce23b9deeb7a392909d05
human-01570,human_response,classification,12277,response,311,153,0.077922,0.559486,95535a37c3d75aefdabc5de4e0863dc1d0f1978615eb247d89cba30eb049e83a
human-01571,human_context,summarization,1890,context,416,207,0.004843,0.384615,9464800eed5624974661736917b099943b63ec6b6f2c53654112baf9498a21af
human-01572,human_response,information_extraction,9196,response,135,63,0.227273,0.637037,5e6f17c40fbd09ee2229f8922200f8d70eb6fd37cce6db3bb3be600706ca5dde
human-01573,human_context,summarization,11630,context,186,105,0.038251,0.505376,87bba5d3a0ae303c89bded74bc009f4793f7bfd7ddfbd59f6c2dab0445339554
human-01574,human_response,creative_writing,11472,response,128,81,0.0,0.523438,ffb1b142260aaca612a036b517795cd7c61b36adf21e9bb8a895dcae4d8e0689
human-01575,human_context,closed_qa,7777,context,583,280,0.013793,0.375643,c121606b8137a3ad4f2d95b9e6ed63c7d2497a1d8192f2142d909e2ba669c865
human-01576,human_context,information_extraction,2759,context,334,150,0.048338,0.482036,e9d93e4cd31556e2a1485ab97fc38507dc412d62965cdcdc0cccbf2cb6b3144d
human-01577,human_context,information_extraction,2088,context,288,165,0.017544,0.40625,0085c3de2f8f3a0765ea00a9c240fcf62a2f8e53d71eef98f4477faf54e45f0d
human-01578,human_context,information_extraction,10018,context,136,69,0.015038,0.625,e7641c3be1100fba9597748b2f70d9a8a22f011dcce32ace12bcf3397076dea9
human-01579,human_context,closed_qa,7887,context,191,128,0.037234,0.361257,0d15f7d0d91904160334615f531dd71c012b3a7498a5a118a44065983d9995e7
human-01580,human_response,general_qa,12521,response,145,85,0.070423,0.434483,a21de6a5859a71bacdb0806c312efa3ded9a345dca7639b12650d7b23d0ed2f2
human-01581,human_context,closed_qa,6070,context,128,57,0.016,0.695312,6d5aba5a767a8f6d8fd3bbfba87488128cb3aded86443f1b89d5f55e7970115f
human-01582,human_response,open_qa,4943,response,286,171,0.0,0.426573,c6985c7efd74759afd77d8c5b536676740bf4a36a7c3502b913ed1ef38f1a9d5
human-01583,human_response,creative_writing,9808,response,164,105,0.012422,0.45122,6d44bc1b2f9cdd5a3d9ef952b4eaa259b462b6d0d5fa669697bf86964b5ca330
human-01584,human_response,open_qa,14757,response,156,91,0.006536,0.519231,cb8297bb85a2ab781f3a2d88a122fc80e80c80c8a0a0ad60a873f476039fdea1
human-01585,human_response,open_qa,13999,response,243,138,0.008333,0.473251,999139773b0c19647e8604e12707c40e5baba60e10ea08f64a4024579e861d81
human-01586,human_response,classification,12145,response,163,101,0.05,0.466258,88aeb366cb83962b29dc77d7931936bae6a92fd1cb9102c0fddc6ccfea8344fe
human-01587,human_response,general_qa,10725,response,269,149,0.003759,0.442379,c842a56290c8c6fb99bd4d2680c570f3182b4bf5de267cf08022c9daf62c7cfa
human-01588,human_context,information_extraction,11256,context,4970,326,0.415945,0.822334,94fd19d61ee20df10b8609773c079c2094ca391a5f019ba606fc4e661b8778c7
human-01589,human_response,general_qa,1457,response,363,131,0.133333,0.539945,7d9491b6b9fb73870d248fa18f364b397466875a0c66be82a206b0f3a42410f3
human-01590,human_context,information_extraction,10438,context,376,174,0.034853,0.43883,c5d7848e6e49f52f1ca2a5bbe86b57faa4576df81ec898f2125f42abca418791
human-01591,human_context,summarization,11919,context,168,109,0.0,0.440476,6cc279eb76d1df33f77e7928297133abb7c92c71e6a1c973ce75d19a97627259
human-01592,human_response,general_qa,11459,response,194,124,0.0,0.417526,43118739389c65112e94a644cd3d4ce85b6108500b30892eeb40439feff7ddee
human-01593,human_response,open_qa,39,response,337,207,0.002994,0.391691,1a310dfccabab8c46f0f22d7887d809abb2f988d35f0ea702b07d00ce3b4e7c2
human-01594,human_context,closed_qa,2152,context,174,122,0.0,0.37931,87b9a7cb4cb15d0cf5402d2f6eb62508abf49abda88db3a3a3399f492212461e
human-01595,human_context,closed_qa,5299,context,151,91,0.02027,0.496689,15c89bd6fcb629ccfb5154fc1157c97a3d90c8a7721a328801c3897df0e9a3e6
human-01596,human_context,closed_qa,1874,context,211,137,0.024038,0.388626,f098b5a56c8fc97900fba17e3589f466c184a6064be1f64acb21fd126bf37902
human-01597,human_response,open_qa,11752,response,128,79,0.0,0.507812,efc760d38b617f8688e5b0ec8e7aeefd9980f276173a4a5c9190f6eab8e6d99b
human-01598,human_context,summarization,10805,context,665,295,0.043807,0.345865,7bccc520e5a436bc3a735c30f923716b2607b017911a6b03f5a96fd4967beb95
human-01599,human_response,open_qa,1778,response,249,115,0.012195,0.53012,9aba8bfffba59aedc49382a070658e1a8fef95a4722c782bc45430181b14829d
human-01600,human_context,closed_qa,14286,context,252,106,0.060241,0.547619,df5ccacf53651adab05dae0cb2b02b25e0be992f7ed90632e72bac275af67ad0
human-01601,human_context,closed_qa,1437,context,145,104,0.0,0.42069,2a76d8bbc9271c3047943ce3e1355710c3d6eb1c78035ab7a379b61a2c86eff3
human-01602,human_context,closed_qa,12470,context,2898,987,0.059413,0.357833,de13d30b6ecb587d19ed6ffa2f649dd7e5c9a26b767bd24b46c169b5c74ec0ed
human-01603,human_context,summarization,6625,context,316,183,0.025559,0.420886,2394c50f55882bd0a5dade2bb58e7b07334c8f01891f0258cac06c122c846df0
human-01604,human_response,open_qa,9617,response,301,129,0.036913,0.528239,87da709e580c1a1ad10b8cfc0a4e3fd2e9a1ff318040ed10890f27cdf44bc264
human-01605,human_response,creative_writing,9957,response,240,132,0.008439,0.445833,b991593f3002fdd631bc3328feb6e8e0ccf7c8b8c56ec0d82aef699703a2cb6c
human-01606,human_response,creative_writing,14300,response,379,168,0.031915,0.459103,d31c6fa948250bcccf57bdd76b110c24aebd554359aee681a70bba1215c08a36
human-01607,human_response,general_qa,3171,response,235,101,0.008621,0.548936,406036b7b5ff334de8f6490b942b6308c31a7e91c74160926af6d1c3161a2f21
human-01608,human_response,general_qa,2047,response,216,127,0.0,0.453704,0c740753d97e5178986105b7b0949343e1bfaf097c7f076b4623682df8e23515
human-01609,human_response,closed_qa,14006,response,179,99,0.011364,0.469274,3c8be1afaad6f219d45838a3507262a71da2673f0ce16c546d91c9e9508f444b
human-01610,human_context,information_extraction,6048,context,174,100,0.005848,0.488506,f18cb99b55b5ee2bbd7b0b2f73b68a63dd9ab65bb8885950455ccf7c8edf2696
human-01611,human_context,closed_qa,931,context,155,99,0.026316,0.412903,965f5a2433fae1a027a94078480cafa1be3b892c0be5dc17968f031d6707ee5c
human-01612,human_context,information_extraction,1697,context,428,224,0.018824,0.443925,ca95b3ac229a4dfd1709ff5988653c8ef0c5bf78997f97d5c0b21ddc48970941
human-01613,human_response,general_qa,2484,response,133,88,0.0,0.481203,85a68fc9bb47366796526a8e66016c2774467c67f207f527e1ac72ebed8d0ebe
human-01614,human_context,closed_qa,14008,context,149,93,0.0,0.503356,5a4c4888fba0a83ca30637295d16232efd2c4c31bc1e22b702a053776da8d731
human-01615,human_context,closed_qa,14425,context,547,235,0.025735,0.429616,b80be89553c1a9fd6d7b64fa1de3342d6f6e43cc63746587021facd4871cefb6
human-01616,human_response,general_qa,13639,response,136,70,0.045113,0.588235,cdeac5fea3ea6feacb1f9a6ce279b5ab14a126dfeff0a5d8d3a5ce3dbcbfd13e
human-01617,human_response,brainstorming,13900,response,218,127,0.013953,0.431193,a910c48d6dafa57ca6492355870358818526986306e3d014b725aebdaa9a8ec1
human-01618,human_response,general_qa,10211,response,151,98,0.02027,0.417219,31028a30f12d2f9b9eba7f4f42bc68a016a735048ce8e2140adcb36c9790c480
human-01619,human_response,closed_qa,3360,response,233,133,0.056522,0.386266,98d01164de14d5661594ce75ce51a945617c788393fbd7901fab018c5776d6dd
human-01620,human_context,summarization,4291,context,851,391,0.01533,0.421857,a24f30f7b86436f8429c2f0d188a017e9ed4fa7535102906b14a5c8a024213c2
human-01621,human_context,closed_qa,6655,context,230,121,0.022026,0.508696,acb85f44d9d2057be0c85607571cc1466d1e8adc407d7667a0a507fa121d289b
human-01622,human_context,information_extraction,13409,context,366,185,0.044077,0.483607,e859c6ecbc0a256eca950b523de7c457014a02e53d59f33b4f6afd66beee0c45
human-01623,human_context,closed_qa,14920,context,239,125,0.042373,0.464435,99c728e0552ac795ad48b04f6edcb73e3635c37d411bc7e776f1c0da10a62e7f
human-01624,human_response,open_qa,9511,response,141,98,0.0,0.446809,a72b7cbd826747b640d9b0e653e499eceae59d7028f43d5f2266d441d1df21b2
human-01625,human_response,creative_writing,1432,response,493,252,0.012245,0.425963,3578077d132dd46b2105b40e6f95a26fb1795ebdcbfae130a3fdf0c984e5cfaf
human-01626,human_context,closed_qa,14733,context,664,365,0.007564,0.322289,9e720662e42cb7f61986a4fb38a5b3355ba0d59ed31e6a42be4c7e9c6d94e061
human-01627,human_context,summarization,7140,context,177,89,0.028736,0.525424,53a30c63a38a88e4fd4d15674349a8a0f5210ae365f6e3e44f0857d3c42cec95
human-01628,human_context,closed_qa,6599,context,133,78,0.038462,0.548872,aab6c5de01fbc7accef6730a26e6bfb20605028261aaadb7ed400d14fe5dc231
human-01629,human_context,summarization,4525,context,492,259,0.02454,0.343496,a7a467da2207bc0bab4c3bcfb34bc6479c73f953049c57b0c042ad5d8ff87cf5
